-0.05,-0.03,-0.02,1.25,-3.37,4.98
-0.05,-0.03,-0.015,1.25,-3.37,4.985
-0.05,-0.03,-0.01,1.25,-3.37,4.99
-0.05,-0.025,-0.02,1.25,-3.375,4.98
-0.05,-0.025,-0.015,1.25,-3.375,4.985
-0.05,-0.025,-0.01,1.25,-3.375,4.99
-0.05,-0.02,-0.02,1.25,-3.38,4.98
-0.05,-0.02,-0.015,1.25,-3.38,4.985
-0.05,-0.02,-0.01,1.25,-3.38,4.99
-0.05,-0.015,-0.02,1.25,-3.385,4.98
-0.05,-0.015,-0.015,1.25,-3.385,4.985
-0.05,-0.015,-0.01,1.25,-3.385,4.99
-0.05,-0.01,-0.02,1.25,-3.39,4.98
-0.05,-0.01,-0.015,1.25,-3.39,4.985
-0.05,-0.01,-0.01,1.25,-3.39,4.99
-0.05,-0.005,-0.02,1.25,-3.395,4.98
-0.05,-0.005,-0.015,1.25,-3.395,4.985
-0.05,-0.005,-0.01,1.25,-3.395,4.99
-0.05,0,-0.02,1.25,-3.4,4.98
-0.05,0,-0.015,1.25,-3.4,4.985
-0.05,0,-0.01,1.25,-3.4,4.99
-0.05,0.005,-0.02,1.25,-3.405,4.98
-0.05,0.005,-0.015,1.25,-3.405,4.985
-0.05,0.005,-0.01,1.25,-3.405,4.99
-0.05,0.01,-0.02,1.25,-3.41,4.98
-0.05,0.01,-0.015,1.25,-3.41,4.985
-0.05,0.01,-0.01,1.25,-3.41,4.99
-0.05,0.015,-0.02,1.25,-3.415,4.98
-0.05,0.015,-0.015,1.25,-3.415,4.985
-0.05,0.015,-0.01,1.25,-3.415,4.99
-0.05,0.02,-0.02,1.25,-3.42,4.98
-0.05,0.02,-0.015,1.25,-3.42,4.985
-0.05,0.02,-0.01,1.25,-3.42,4.99
-0.05,0.025,-0.02,1.25,-3.425,4.98
-0.05,0.025,-0.015,1.25,-3.425,4.985
-0.05,0.025,-0.01,1.25,-3.425,4.99
-0.05,0.03,-0.02,1.25,-3.43,4.98
-0.05,0.03,-0.015,1.25,-3.43,4.985
-0.05,0.03,-0.01,1.25,-3.43,4.99
-0.045,-0.03,-0.02,1.245,-3.37,4.98
-0.045,-0.03,-0.015,1.245,-3.37,4.985
-0.045,-0.03,-0.01,1.245,-3.37,4.99
-0.045,-0.025,-0.02,1.245,-3.375,4.98
-0.045,-0.025,-0.015,1.245,-3.375,4.985
-0.045,-0.025,-0.01,1.245,-3.375,4.99
-0.045,-0.02,-0.02,1.245,-3.38,4.98
-0.045,-0.02,-0.015,1.245,-3.38,4.985
-0.045,-0.02,-0.01,1.245,-3.38,4.99
-0.045,-0.015,-0.02,1.245,-3.385,4.98
-0.045,-0.015,-0.015,1.245,-3.385,4.985
-0.045,-0.015,-0.01,1.245,-3.385,4.99
-0.045,-0.01,-0.02,1.245,-3.39,4.98
-0.045,-0.01,-0.015,1.245,-3.39,4.985
-0.045,-0.01,-0.01,1.245,-3.39,4.99
-0.045,-0.005,-0.02,1.245,-3.395,4.98
-0.045,-0.005,-0.015,1.245,-3.395,4.985
-0.045,-0.005,-0.01,1.245,-3.395,4.99
